"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000214026|MRPL23",275.437568022105,0.050274925430918,0.073974488706266,0.44733155039382,0.615782444497699
"ENSG00000176601|MAP3K19",0.0420919204720712,-0.000896052421748306,0.244837227680995,0.960655820604199,NA
"ENSG00000132680|KHDC4",1851.76159205115,0.0336654190312304,0.0678084470319656,0.585989580661365,0.730792591622775
"ENSG00000171421|MRPL36",406.345758311238,0.368812262181099,0.104628846151538,1.12278156840856e-05,0.000684599033427555
"ENSG00000144504|ANKMY1",425.200454553752,-0.0963116275971807,0.0712593551348143,0.133778172042323,0.280150884398149
"ENSG00000135763|URB2",215.248618284447,0.146079944434571,0.132639073115688,0.110589596895078,0.246121083288323
"ENSG00000145041|DCAF1",883.917934855341,0.169518564670647,0.097258980995111,0.0331607395667919,0.108895298411254
"ENSG00000118434|SPACA1",0.010071063423377,0.000810376166453857,0.244835204268171,0.964414900208736,NA
"ENSG00000163468|CCT3",4447.46544091853,0.188582238048032,0.0980478837144287,0.0183462536718873,0.07339482734258
"ENSG00000163873|GRIK3",1663.82278095786,-0.172586918982664,0.220630662213632,0.0781899951562041,0.196024261439932
"ENSG00000102547|CAB39L",1644.38815806209,-0.392738795278347,0.144544437997534,0.000154854996721426,0.0034118526957429
"ENSG00000173826|KCNH6",2.01698104068987,-0.0759034607823253,0.239596998607684,0.200445437658197,NA
"ENSG00000158711|ELK4",896.90560012329,0.0623162339693727,0.0579905111299392,0.250583104169583,0.423101637257533
"ENSG00000103966|EHD4",2052.08749560738,0.101827902358301,0.0929015670662896,0.188337751897707,0.351522369644819
"ENSG00000225940|C5orf67",1.264177506674,-0.0823142779887248,0.246847438587029,0.149549672759545,NA
"ENSG00000139343|SNRPF",606.606288667762,0.248769562254652,0.102278652085053,0.00241449243603215,0.0189862121919081
"ENSG00000142765|SYTL1",83.8528506918995,0.081295259125589,0.16127007318352,0.363284433003424,0.540521778621283
"ENSG00000146085|MMUT",629.523939579116,-0.0722650329006984,0.0807138363650722,0.305598371159066,0.482058126178445
