"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000214026|MRPL23",275.437568022105,0.0724974766739688,0.0754535209287754,0.282869120980296,0.45373091554059
"ENSG00000176601|MAP3K19",0.0420919204720712,-0.00123758452076215,0.281993254232687,0.960178729518875,NA
"ENSG00000132680|KHDC4",1851.76159205115,0.00822115750789263,0.0674363056183389,0.894141741500391,0.941696589842403
"ENSG00000171421|MRPL36",406.345758311238,0.342369660076339,0.098446523232058,2.61637847343436e-05,0.000759061761543222
"ENSG00000144504|ANKMY1",425.200454553752,-0.0983691217373535,0.0708460252635498,0.125558431378862,0.262492031227845
"ENSG00000135763|URB2",215.248618284447,0.120958474064876,0.129178235711678,0.191258974503478,0.349853956583699
"ENSG00000145041|DCAF1",883.917934855341,0.137701166350134,0.0963725738673325,0.08572842676904,0.200882591437671
"ENSG00000118434|SPACA1",0.010071063423377,0.00103537011392868,0.281988928921115,0.966680809576038,NA
"ENSG00000163468|CCT3",4447.46544091853,0.171002891720087,0.0955238442922017,0.0319071972575735,0.10098115021306
"ENSG00000163873|GRIK3",1663.82278095786,-0.222355613316284,0.249186014416499,0.0530533482062213,0.143207880797583
"ENSG00000102547|CAB39L",1644.38815806209,-0.461506380354058,0.144455212228055,2.00441369768561e-05,0.000638040472366093
"ENSG00000173826|KCNH6",2.01698104068987,-0.0913560616812747,0.268937510040605,0.225833340374366,0.39032215334973
"ENSG00000158711|ELK4",896.90560012329,0.0843541899555874,0.0587743919047316,0.124918690824849,0.261539870266434
"ENSG00000103966|EHD4",2052.08749560738,0.111949203787995,0.0940305716529779,0.155801827729533,0.303234871569594
"ENSG00000225940|C5orf67",1.264177506674,-0.143221886989384,0.312547172512092,0.073258012355461,0.179534314349331
"ENSG00000139343|SNRPF",606.606288667762,0.227381439436793,0.0981916383224289,0.00507409947824291,0.0272678807555938
"ENSG00000142765|SYTL1",83.8528506918995,0.165950055581822,0.18975321466209,0.109486753256749,0.238781913214227
"ENSG00000146085|MMUT",629.523939579116,-0.0877840598033884,0.079379294402996,0.210693308297555,0.373061659420603
"ENSG00000092820|EZR",2207.20776676512,0.0709836188712684,0.0873819154176051,0.34480398155307,0.517677140602027
"ENSG00000100478|AP4S1",171.017624885601,-0.0929852419163113,0.067992144835381,0.134470398320451,0.275111831258684
"ENSG00000181733|OR2Z1",0.0406228411652413,0.00239666593681895,0.282032909060037,0.922978621535776,NA
"ENSG00000106524|ANKMY2",543.216880557952,-0.306205908190524,0.0940374897050141,0.000101657272340385,0.00187361834194455
"ENSG00000107643|MAPK8",555.904689299658,-0.0190002818979573,0.0688134583295441,0.762252700099737,0.859167614183502
"ENSG00000179348|GATA2",548.366176187449,-0.243175643497606,0.157050051018482,0.0193680881647914,0.0709788124481165
"ENSG00000171773|NXNL1",6.8243542645206,-0.0576807057019712,0.22040262019536,0.49120120702246,0.657483027241412
"ENSG00000157800|SLC37A3",920.349884192391,0.0680947335737498,0.0688383001060738,0.278137054514655,0.448723726992792
"ENSG00000150471|ADGRL3",615.629314766222,-0.265087885166452,0.157180496742492,0.0115852968013415,0.0493984988800314
"ENSG00000140939|AC074143.1",1025.47350536221,0.0878619822289186,0.0967603319235557,0.273729865527212,0.444555181260519
"ENSG00000142409|ZNF787",452.073558327799,0.110439057595025,0.101178807229544,0.180587299578792,0.335687519637272
"ENSG00000047579|DTNBP1",628.252949389932,0.0892375260433827,0.0611124389656784,0.116412313722088,0.249120595964711
"ENSG00000198015|MRPL42",771.836819059144,0.139179242463251,0.0608821278203947,0.0138852939092921,0.055968415449762
"ENSG00000148357|HMCN2",903.471840886742,-0.170710054597945,0.176811606449328,0.0973879632339137,0.219758448903346
"ENSG00000234511|C5orf58",2.32297871505103,0.0447416905824661,0.251885292582989,0.506235889270142,0.669659561462679
"ENSG00000169047|IRS1",564.798723461103,-0.319812917888534,0.107179276794254,0.000204062281679451,0.0029878774128855
"ENSG00000170075|GPR37L1",315.257446681794,-0.174777055148116,0.224139153919547,0.100207010649824,0.224424696392228
"ENSG00000144840|RABL3",454.046013415575,0.107369719432994,0.0662167003123554,0.0772516322021467,0.186768213572197
"ENSG00000145916|RMND5B",1176.12440672656,-0.090322993494978,0.0500338825262683,0.0581411834112058,0.153106416961478
"ENSG00000205560|CPT1B",528.2064460777,0.0157921684722692,0.130023192201618,0.861969983632846,0.923888937790439
"ENSG00000278535|DHRS11",233.124364038777,0.0788767275371314,0.110686654079309,0.361035623992518,0.534460768132179
"ENSG00000143815|LBR",605.439920113934,0.0642682397570516,0.0797081994437025,0.361116969516877,0.534534723239672
"ENSG00000243955|GSTA1",6.64533052606475,0.0891944973660476,0.252879125254811,0.273794793166633,0.444577167012563
"ENSG00000165102|HGSNAT",3644.22447151198,-0.245347720976699,0.0747111044465293,0.000228309926103933,0.00322130740807787
"ENSG00000175879|HOXD8",143.720708911984,-0.0472515247525276,0.137216378200085,0.607838872651055,0.750543503570727
