"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000214026|MRPL23",303.762733471379,0.175478921258256,0.0648708205440748,0.00306886938536314,0.00689607696426063
"ENSG00000176601|MAP3K19",0.117111257122842,0.0196310385716686,0.457723792045352,0.879682208633146,NA
"ENSG00000132680|KHDC4",2347.15230975975,-0.108377268352877,0.0479339297130229,0.017683434205853,0.0329691462470419
"ENSG00000171421|MRPL36",481.871138651013,0.234816827278971,0.0893454824873144,0.00220226305767176,0.00511862483109739
"ENSG00000144504|ANKMY1",442.948486834789,-0.0561707606399027,0.0514937971177112,0.250064476048957,0.329779760211152
"ENSG00000135763|URB2",188.269216841561,-0.0917382307837926,0.077217246305054,0.181243743905736,0.251661745467226
"ENSG00000145041|DCAF1",1020.91213710776,-0.0248116567083625,0.0545738676509537,0.629697195726414,0.701963391248581
"ENSG00000118434|SPACA1",0.00459569264153097,0.00140582942049925,0.527407559732663,0.98760842044031,NA
"ENSG00000163468|CCT3",5705.05144925204,-0.0741421306237991,0.0450867495933734,0.086591172767601,0.133660333644642
"ENSG00000163873|GRIK3",79.6537440426244,0.833450936250384,0.244423141153486,2.71446340136231e-05,9.5751355237913e-05
"ENSG00000102547|CAB39L",1092.81454649816,-0.259099870885324,0.0572567594671787,1.13603877832244e-06,5.20286914830979e-06
"ENSG00000173826|KCNH6",1.27768947929178,0.191625070465507,0.324831012089683,0.217028081426056,0.292789888578834
"ENSG00000158711|ELK4",852.020520717291,0.154868115487685,0.0413710775488988,0.000100518301757841,0.000314792249868716
"ENSG00000103966|EHD4",3045.44368225192,-0.14039494900139,0.0524019205985648,0.00448027968164272,0.00966451735990052
"ENSG00000225940|C5orf67",0.442281220085831,0.164526838991276,0.390581613819093,0.303167626853442,0.386735167054614
"ENSG00000166439|RNF169",924.912352735605,0.0113775818293473,0.0438347573620387,0.78748019018743,0.835624736077215
"ENSG00000139343|SNRPF",667.647860942351,0.250118174927712,0.0911008746384277,0.00134503212898517,0.00328841465158972
"ENSG00000142765|SYTL1",44.72459462341,1.96095608570049,0.187252070707489,6.10013222216724e-27,5.08411491667325e-25
"ENSG00000146085|MMUT",1024.01010792325,-0.146506002447019,0.054733937035736,0.00430110561971454,0.00931326411700199
"ENSG00000092820|EZR",1942.44549836881,0.0900833826193819,0.0628240091868844,0.120408073125419,0.177646145963011
"ENSG00000100478|AP4S1",213.330700979027,-0.0269359391947296,0.0516935791313438,0.582790243064874,0.659450579872768
"ENSG00000181733|OR2Z1",0.156780857303809,0.0206066673430624,0.406920243776604,0.883283419898434,NA
"ENSG00000106524|ANKMY2",739.965025689746,-0.162441460277591,0.042094361489595,5.91250632535403e-05,0.00019472148045234
"ENSG00000107643|MAPK8",595.87017028348,0.0148988348069984,0.0369997372701911,0.679085767295453,0.743377350948291
"ENSG00000179348|GATA2",223.041181004026,0.568927526985357,0.142505970731235,3.89505594329605e-06,1.62047900781959e-05
"ENSG00000171773|NXNL1",0.306364659540809,0.0521228981154453,0.386782782642756,0.717354336334379,NA
"ENSG00000157800|SLC37A3",1120.20248557624,-0.0573070285885885,0.0367112493061195,0.108740570431421,0.162561850050441
"ENSG00000150471|ADGRL3",1050.95820058359,0.101632974113224,0.104253941527107,0.233186873721574,0.310745823349159
"ENSG00000140939|AC074143.1",1334.59756644076,0.00447079902703619,0.0656281598827395,0.940917296588284,0.955848198322221
"ENSG00000142409|ZNF787",366.174350283182,-0.0444179158160564,0.0522525149212048,0.36948073220649,0.455858882574992
"ENSG00000047579|DTNBP1",980.245541189919,-0.0317890144955449,0.0389696522331065,0.400525688715125,0.487960311239574
"ENSG00000198015|MRPL42",935.543922410052,-0.0278957396268019,0.0342442966730561,0.404414447722216,0.491748597949476
"ENSG00000148357|HMCN2",413.976218226648,0.585962527040794,0.215365704281496,0.000330890343196237,0.000923909841013641
"ENSG00000234511|C5orf58",1.18431248216973,0.222324723434367,0.38101553644231,0.185517117941648,0.256808363907159
"ENSG00000169047|IRS1",765.054938319061,-0.435972921539355,0.0823261454335309,1.0111024725567e-08,6.82658371708226e-08
"ENSG00000170075|GPR37L1",24.7614362800497,0.239267354763459,0.178383045465054,0.0491728356440501,0.0818805798694488
"ENSG00000144840|RABL3",536.434483157976,0.141287512149674,0.0433710147149867,0.000687685589332118,0.00179082043889598
"ENSG00000145916|RMND5B",1467.53806231034,-0.133671498264132,0.0346621381704351,7.52276074695505e-05,0.000241452606063486
"ENSG00000205560|CPT1B",278.410682122917,0.682042037526566,0.105447726769565,5.79459015084918e-12,6.62254937744852e-11
"ENSG00000278535|DHRS11",196.885586976997,0.0235268572948612,0.0500667993073174,0.621479836770236,0.694336214726102
"ENSG00000143815|LBR",525.82948215135,0.277711594165598,0.0689442085095852,9.07548869221274e-06,3.50809034571663e-05
"ENSG00000243955|GSTA1",10.8130461745548,-0.173814209530875,0.195990545961332,0.160898276179034,0.227560365149071
"ENSG00000165102|HGSNAT",3421.81044446589,-0.106114576203303,0.0525576799105669,0.0325097387355594,0.0567154989848538
"ENSG00000175879|HOXD8",454.820080302571,0.132940366747758,0.0740774220785064,0.0447908516464114,0.0754513831385683
"ENSG00000151490|PTPRO",399.746002182824,-0.378199106794781,0.116116165124001,0.000107134198594837,0.000333383965299786
"ENSG00000142549|IGLON5",19.910560300966,1.72004788280599,0.24813320755099,3.57078887482132e-13,4.84207740822854e-12
